Age,Attrition,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Non-Travel,Travel_Frequently,Travel_Rarely,Human Resources,Research & Development,Sales,Human Resources,Life Sciences,Marketing,Medical,Other,Technical Degree,Female,Male,Healthcare Representative,Human Resources,Laboratory Technician,Manager,Manufacturing Director,Research Director,Research Scientist,Sales Executive,Sales Representative,Divorced,Married,Single,Y,No,Yes,DailyRate_norm,HourlyRate_norm,MonthlyIncome_norm,MonthlyRate_norm,DistanceFromHome_norm
29,0,441,8,1,1,1544,3,39,1,2,1,9715,7288,3,13,3,3,80,1,9,3,3,7,7,0,7,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0.24266284896206156,0.12857142857142861,0.4584518167456556,0.20855249949809276,0.25
33,0,575,25,3,1,1545,4,44,2,2,2,4320,24152,1,13,3,4,80,0,5,2,3,5,3,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0.3385826771653543,0.2,0.1743549236440232,0.8856856053001405,0.8571428571428571
45,0,950,28,3,1,1546,4,97,3,1,4,2132,4585,4,20,4,4,80,1,8,3,3,5,4,0,3,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0.6070150322118826,0.9571428571428571,0.05913638757240653,0.10002007628990162,0.9642857142857143
42,0,288,2,3,1,1547,4,40,3,3,4,10124,18611,2,14,3,3,80,1,24,3,1,20,8,13,9,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.13314244810307801,0.14285714285714285,0.47998946814112686,0.6632001606103192,0.03571428571428571
40,0,1342,9,2,1,1548,1,47,3,2,1,5473,19345,0,12,3,4,80,0,9,5,4,8,4,7,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0.8876163206871868,0.24285714285714283,0.23507109004739338,0.6926721541859064,0.2857142857142857
33,0,589,28,4,1,1549,2,79,3,2,3,5207,22949,1,12,3,2,80,1,15,3,3,15,14,5,7,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0.34860415175375803,0.7,0.2210637177461822,0.8373820517968279,0.9642857142857143
40,0,898,6,2,1,1550,3,38,3,4,4,16437,17381,1,21,4,4,80,0,21,2,3,21,7,7,7,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0.5697924123120973,0.11428571428571427,0.8124275934702475,0.6138124874523188,0.17857142857142855
24,0,350,21,2,1,1551,3,57,2,1,1,2296,10036,0,14,3,2,80,3,2,3,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0.17752326413743738,0.38571428571428573,0.06777251184834124,0.3188917887974302,0.7142857142857143
40,0,1142,8,2,1,1552,4,72,3,2,4,4069,8841,3,18,3,3,80,0,8,2,3,2,2,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0.7444523979957051,0.5999999999999999,0.16113744075829387,0.2709094559325437,0.25
45,0,538,1,4,1,1553,1,66,3,3,2,7441,20933,1,12,3,1,80,3,10,4,3,10,8,7,7,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.31209735146743023,0.5142857142857142,0.3387045813586098,0.7564344509134712,0.0
35,0,1402,28,4,1,1554,2,98,2,1,3,2430,26204,0,23,4,1,80,2,6,5,3,5,3,4,2,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0.9305654974946312,0.9714285714285713,0.07482885729331229,0.9680786990564144,0.9642857142857143
32,0,824,5,2,1,1555,4,67,2,2,2,5878,15624,3,12,3,1,80,1,12,2,3,7,1,2,5,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0.5168217609162491,0.5285714285714285,0.2563981042654028,0.5432644047380044,0.14285714285714285
36,0,1157,2,4,1,1556,3,70,3,1,4,2644,17001,3,21,4,4,80,0,7,3,2,3,2,1,2,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0.7551896921975662,0.5714285714285714,0.08609794628751977,0.5985545071270829,0.03571428571428571
48,0,492,16,4,1,1557,3,96,3,2,3,6439,13693,8,14,3,3,80,1,18,2,3,8,7,7,7,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0.2791696492483894,0.9428571428571428,0.2859399684044234,0.4657297731379241,0.5357142857142857
29,0,598,9,3,1,1558,3,91,4,1,3,2451,22376,6,18,3,1,80,2,5,2,2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0.3550465282748747,0.8714285714285714,0.07593470247498685,0.8143746235695644,0.2857142857142857
33,0,1242,8,4,1,1560,1,46,3,2,1,6392,10589,2,13,3,4,80,1,8,6,1,2,2,2,2,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0.8160343593414459,0.2285714285714286,0.283464981569247,0.34109616542862875,0.25
30,1,740,1,3,1,1562,2,64,2,2,1,9714,5323,1,11,3,4,80,1,10,4,3,10,8,6,7,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0.45669291338582674,0.4857142857142857,0.4583991574512901,0.12965268018470186,0.0
38,0,888,10,4,1,1563,3,71,3,2,3,6077,14814,3,11,3,3,80,0,10,2,3,6,3,1,2,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0.5626342161775232,0.5857142857142856,0.2668773038441285,0.51074081509737,0.3214285714285714
35,0,992,1,3,1,1564,4,68,2,1,1,2450,21731,1,19,3,2,80,0,3,3,3,3,0,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0.6370794559770937,0.5428571428571429,0.07588204318062139,0.7884762095964666,0.0
30,0,1288,29,4,1,1568,3,33,3,3,2,9250,17799,3,12,3,2,80,1,9,3,3,4,2,1,3,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0.8489620615604867,0.04285714285714287,0.4339652448657188,0.6305962658100783,0.9999999999999999
35,1,104,2,3,1,1569,1,69,3,1,1,2074,26619,1,12,3,4,80,1,1,2,3,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0.0014316392269148187,0.5571428571428572,0.05608214849921011,0.9847420196747642,0.03571428571428571
53,1,607,2,5,1,1572,3,78,2,3,4,10169,14618,0,16,3,2,80,1,34,4,3,33,7,1,9,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0.3614889047959914,0.6857142857142857,0.48235913638757244,0.5028709094559326,0.03571428571428571
38,1,903,2,3,1,1573,3,81,3,2,2,4855,7653,4,11,3,1,80,2,7,2,3,5,2,1,4,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0.5733715103793844,0.7285714285714284,0.20252764612954186,0.22320819112627985,0.03571428571428571
32,0,1200,1,4,1,1574,4,62,3,2,1,4087,25174,4,14,3,2,80,1,9,3,2,6,5,1,2,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0.7859699355762347,0.45714285714285713,0.16208530805687205,0.9267215418590645,0.0
48,0,1108,15,4,1,1576,3,65,3,1,1,2367,16530,8,12,3,4,80,1,10,3,2,8,2,7,6,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0.7201145311381532,0.49999999999999994,0.07151132174828859,0.579642642039751,0.5
34,0,479,7,4,1,1577,1,35,3,1,4,2972,22061,1,13,3,3,80,0,1,4,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0.2698639942734431,0.07142857142857145,0.10337019483938917,0.8017265609315398,0.2142857142857143
55,0,685,26,5,1,1578,3,60,2,5,4,19586,23037,1,21,4,3,80,1,36,3,3,36,6,2,13,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0.4173228346456693,0.42857142857142855,0.9782517114270669,0.8409154788195141,0.8928571428571428
34,0,1351,1,4,1,1580,2,45,3,2,4,5484,13008,9,17,3,2,80,1,9,3,2,2,2,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0.8940586972083034,0.21428571428571425,0.2356503422854134,0.43822525597269624,0.0
26,0,474,3,3,1,1581,1,89,3,1,4,2061,11133,1,21,4,1,80,0,1,5,3,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0.26628489620615603,0.8428571428571427,0.055397577672459196,0.36293916884159805,0.07142857142857142
38,0,1245,14,3,1,1582,3,80,3,2,2,9924,12355,0,11,3,4,80,1,10,3,3,9,8,7,7,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0.8181818181818181,0.7142857142857142,0.4694576092680358,0.41200562136117247,0.4642857142857143
38,0,437,16,3,1,1583,2,90,3,2,2,4198,16379,2,12,3,2,80,0,8,5,4,3,2,1,2,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0.23979957050823195,0.857142857142857,0.16793048973143762,0.5735796024894599,0.5357142857142857
36,0,884,1,4,1,1585,2,73,3,2,3,6815,21447,6,13,3,1,80,0,15,5,3,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0.5597709377236936,0.6142857142857143,0.3057398630858346,0.777072876932343,0.0
29,0,1370,3,1,1,1586,2,87,3,1,1,4723,16213,1,18,3,4,80,0,10,3,3,10,9,1,5,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0.9076592698639943,0.8142857142857143,0.19557661927330175,0.56691427424212,0.07142857142857142
35,0,670,10,4,1,1587,1,51,3,2,3,6142,4223,3,16,3,3,80,0,10,4,3,5,2,0,4,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.4065855404438081,0.3,0.2703001579778831,0.08548484240112428,0.3214285714285714
39,0,1462,6,3,1,1588,4,38,4,3,3,8237,4658,2,11,3,1,80,1,11,3,3,7,6,7,6,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0.9735146743020758,0.11428571428571427,0.3806213796735124,0.10295121461553905,0.17857142857142855
29,0,995,2,1,1,1590,1,87,3,2,4,8853,24483,1,19,3,4,80,1,6,0,4,6,4,1,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.639226914817466,0.8142857142857143,0.41305950500263294,0.898976109215017,0.03571428571428571
50,0,264,9,3,1,1591,3,59,3,5,3,19331,19519,4,16,3,3,80,1,27,2,3,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0.11596277738010022,0.4142857142857143,0.9648235913638757,0.6996587030716723,0.2857142857142857
23,0,977,10,3,1,1592,4,45,4,1,3,2073,12826,2,16,3,4,80,1,4,2,3,2,2,2,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0.6263421617752326,0.21428571428571425,0.05602948920484465,0.43091748644850436,0.3214285714285714
36,0,1302,6,4,1,1594,1,80,4,2,1,5562,19711,3,13,3,4,80,1,9,3,3,3,2,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0.8589835361488904,0.7142857142857142,0.23975776724591893,0.7073679983938967,0.17857142857142855
42,0,1059,9,2,1,1595,4,93,2,5,4,19613,26362,8,22,4,4,80,0,24,2,3,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0.68503937007874,0.8999999999999999,0.9796735123749342,0.9744228066653283,0.2857142857142857
35,0,750,28,3,1,1596,2,46,4,2,3,3407,25348,1,17,3,4,80,2,10,3,2,10,9,6,8,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0.46385110952040076,0.2285714285714286,0.1262769878883623,0.9337080907448304,0.9642857142857143
34,0,653,10,4,1,1597,4,92,2,2,3,5063,15332,1,14,3,2,80,1,8,3,2,8,2,7,7,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0.39441660701503223,0.8857142857142857,0.21348077935755663,0.5315398514354547,0.3214285714285714
40,0,118,14,2,1,1598,4,84,3,2,1,4639,11262,1,15,3,3,80,1,5,2,3,5,4,1,2,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0.011453113815318536,0.7714285714285714,0.1911532385466035,0.3681188516362176,0.4642857142857143
43,0,990,27,3,1,1599,4,87,4,1,2,4876,5855,5,12,3,3,80,1,8,0,3,6,4,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0.6356478167501789,0.8142857142857143,0.20363349131121647,0.15101385264003211,0.9285714285714285
35,0,1349,7,2,1,1601,3,63,2,1,4,2690,7713,1,18,3,4,80,1,1,5,2,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0.8926270579813886,0.4714285714285715,0.08852027382833072,0.225617345914475,0.2142857142857143
46,0,563,1,4,1,1602,4,56,4,4,1,17567,3156,1,15,3,2,80,0,27,5,1,26,0,0,12,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0.32999284180386546,0.3714285714285714,0.8719325961032123,0.04264203975105402,0.0
28,1,329,24,3,1,1604,3,51,3,1,2,2408,7324,1,17,3,3,80,3,1,3,3,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0.1624910522548318,0.3,0.07367035281727224,0.20999799237100983,0.8214285714285714
22,0,457,26,2,1,1605,2,85,2,1,3,2814,10293,1,14,3,2,80,0,4,2,2,4,2,1,3,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0.25411596277738013,0.7857142857142856,0.09505002632964718,0.329211001806866,0.8928571428571428
50,0,1234,20,5,1,1606,2,41,3,4,3,11245,20689,2,15,3,3,80,1,32,3,3,30,8,12,13,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.8103078024337866,0.1571428571428572,0.5390205371248026,0.7466372214414776,0.6785714285714285
32,0,634,5,4,1,1607,2,35,4,1,4,3312,18783,3,17,3,4,80,2,6,3,3,3,2,0,2,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0.3808160343593414,0.07142857142857145,0.12127435492364402,0.6701064043364786,0.14285714285714285
44,0,1313,7,3,1,1608,2,31,3,5,4,19049,3549,0,14,3,4,80,1,23,4,2,22,7,1,10,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0.8668575518969219,0.01428571428571429,0.9499736703528173,0.058422003613732176,0.2142857142857143
30,0,241,7,3,1,1609,2,48,2,1,2,2141,5348,1,12,3,2,80,1,6,3,2,6,4,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0.09949892627057982,0.2571428571428572,0.059610321221695635,0.13065649467978316,0.2142857142857143
45,0,1015,5,5,1,1611,3,50,1,2,1,5769,23447,1,14,3,1,80,0,10,3,3,10,7,1,4,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0.6535433070866141,0.28571428571428575,0.2506582411795682,0.8573780365388476,0.14285714285714285
45,0,336,26,3,1,1612,1,52,2,2,1,4385,24162,1,15,3,1,80,1,10,2,3,10,7,4,5,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0.16750178954903364,0.31428571428571433,0.17777777777777778,0.886087131098173,0.8928571428571428
31,0,715,2,4,1,1613,4,54,3,2,1,5332,21602,7,13,3,4,80,0,10,3,3,5,2,0,3,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0.4387974230493915,0.3428571428571428,0.22764612954186417,0.783296526801847,0.03571428571428571
36,0,559,12,4,1,1614,3,76,3,2,3,4663,12421,9,12,3,2,80,2,7,2,3,3,2,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0.32712956335003573,0.657142857142857,0.19241706161137442,0.41465569162818705,0.39285714285714285
34,0,426,10,4,1,1615,3,42,4,2,4,4724,17000,1,13,3,1,80,1,9,3,3,9,7,7,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0.2319255547602004,0.17142857142857143,0.1956292785676672,0.5985143545472796,0.3214285714285714
49,0,722,25,4,1,1617,3,84,3,1,1,3211,22102,1,14,3,4,80,1,10,3,2,9,6,1,4,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0.4438081603435934,0.7714285714285714,0.11595576619273304,0.8033728167034732,0.8571428571428571
39,0,1387,10,5,1,1618,2,76,3,2,1,5377,3835,2,13,3,4,80,3,10,3,3,7,7,7,7,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0.9198282032927702,0.657142857142857,0.23001579778830963,0.06990564143746236,0.3214285714285714
27,0,1302,19,3,1,1619,4,67,2,1,1,4066,16290,1,11,3,1,80,2,7,3,3,7,7,0,7,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0.8589835361488904,0.5285714285714285,0.1609794628751975,0.5700060228869704,0.6428571428571428
35,0,819,18,5,1,1621,2,48,4,2,1,5208,26312,1,11,3,4,80,0,16,2,3,16,15,1,10,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0.513242662848962,0.2571428571428572,0.22111637704054768,0.9724151776751656,0.6071428571428571
28,0,580,27,3,1,1622,2,39,1,2,1,4877,20460,0,21,4,2,80,1,6,5,2,5,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0.34216177523264135,0.12857142857142861,0.2036861506055819,0.7374422806665328,0.9285714285714285
21,0,546,5,1,1,1623,3,97,3,1,4,3117,26009,1,18,3,3,80,0,3,2,3,2,2,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0.31782390837508945,0.9571428571428571,0.11100579252238021,0.9602489459947802,0.14285714285714285
18,1,544,3,2,1,1624,2,70,3,1,4,1569,18420,1,12,3,3,80,0,0,2,4,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0.31639226914817464,0.5714285714285714,0.02948920484465508,0.655531017867898,0.07142857142857142
47,0,1176,26,4,1,1625,4,98,3,5,3,19658,5220,3,11,3,3,80,1,27,2,3,5,2,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0.768790264853257,0.9714285714285713,0.9820431806213797,0.12551696446496688,0.8928571428571428
39,0,170,3,2,1,1627,3,76,2,2,3,3069,10302,0,15,3,4,80,1,11,3,3,10,8,0,7,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0.048675733715103794,0.657142857142857,0.10847814639283834,0.3295723750250954,0.07142857142857142
40,0,884,15,3,1,1628,1,80,2,3,3,10435,25800,1,13,3,4,80,2,18,2,3,18,15,14,12,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0.5597709377236936,0.7142857142857142,0.4963665086887836,0.9518570568159005,0.5
35,0,208,8,4,1,1630,3,52,3,2,3,4148,12250,1,12,3,4,80,1,15,5,3,14,11,2,9,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0.07587687902648532,0.31428571428571433,0.16529752501316483,0.407789600481831,0.25
37,0,671,19,3,1,1631,3,85,3,2,3,5768,26493,3,17,3,1,80,3,9,2,2,4,3,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0.4073013600572656,0.7857142857142856,0.2506055818852027,0.9796827946195542,0.6428571428571428
39,0,711,4,3,1,1633,1,81,3,2,3,5042,3140,0,13,3,4,80,0,10,2,1,9,2,3,8,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0.4359341445955619,0.7285714285714284,0.21237493417588207,0.041999598474201955,0.10714285714285714
45,0,1329,2,2,1,1635,4,59,2,2,4,5770,5388,1,19,3,1,80,2,10,3,3,10,7,3,9,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0.8783106657122405,0.4142857142857143,0.25071090047393363,0.13226259787191327,0.03571428571428571
38,0,397,2,2,1,1638,4,54,2,3,3,7756,14199,3,19,3,4,80,1,10,6,4,5,4,0,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0.21116678596993557,0.3428571428571428,0.35529225908372825,0.48604697851836987,0.03571428571428571
35,1,737,10,3,1,1639,4,55,2,3,1,10306,21530,9,17,3,3,80,0,15,3,3,13,12,6,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0.4545454545454545,0.35714285714285715,0.4895734597156398,0.7804055410560128,0.3214285714285714
37,0,1470,10,3,1,1640,2,71,3,1,2,3936,9953,1,11,3,1,80,1,8,2,1,8,4,7,7,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0.979241231209735,0.5857142857142856,0.15413375460768827,0.31555912467376024,0.3214285714285714
40,0,448,16,3,1,1641,3,84,3,3,4,7945,19948,6,15,3,4,80,0,18,2,2,4,2,3,3,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0.24767358625626343,0.7714285714285714,0.3652448657187994,0.7168841598072676,0.5357142857142857
44,0,602,1,5,1,1642,1,37,3,2,4,5743,10503,4,11,3,3,80,0,14,3,3,10,7,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0.3579098067287043,0.10000000000000003,0.24928909952606634,0.3376430435655491,0.0
48,0,365,4,5,1,1644,3,89,2,4,4,15202,5602,2,25,4,2,80,1,23,3,3,2,2,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0.18826055833929847,0.8428571428571427,0.74739336492891,0.14085524994980927,0.10714285714285714
35,1,763,15,2,1,1645,1,59,1,2,4,5440,22098,6,14,3,4,80,2,7,2,2,2,2,2,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0.47315676449534716,0.4142857142857143,0.23333333333333336,0.8032122063842602,0.5
24,0,567,2,1,1,1646,1,32,3,1,4,3760,17218,1,13,3,3,80,0,6,2,3,6,3,1,3,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0.33285612025769507,0.02857142857142858,0.1448657187993681,0.6072676169443887,0.03571428571428571
27,0,486,8,3,1,1647,2,86,4,1,3,3517,22490,7,17,3,1,80,0,5,0,3,3,2,0,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0.27487473156764497,0.7999999999999998,0.13206951026856242,0.8189520176671351,0.25
27,0,591,2,3,1,1648,4,87,3,1,4,2580,6297,2,13,3,3,80,0,6,0,2,4,2,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0.35003579098067283,0.8142857142857143,0.0827277514481306,0.16876129291306965,0.03571428571428571
40,1,1329,7,3,1,1649,1,73,3,1,1,2166,3339,3,14,3,2,80,0,10,3,1,4,2,0,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0.8783106657122405,0.6142857142857143,0.060926803580832016,0.0499899618550492,0.2142857142857143
29,0,469,10,3,1,1650,3,42,2,2,3,5869,23413,9,11,3,3,80,0,8,2,3,5,2,1,4,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0.26270579813886896,0.17142857142857143,0.2559241706161137,0.8560128488255371,0.3214285714285714
36,0,711,5,4,1,1651,2,42,3,3,1,8008,22792,4,12,3,3,80,2,9,6,3,3,2,0,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0.4359341445955619,0.17142857142857143,0.36856240126382306,0.8310780967677173,0.14285714285714285
25,0,772,2,1,1,1653,4,77,4,2,3,5206,4973,1,17,3,3,80,2,7,6,3,7,7,0,7,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0.47959914101646384,0.6714285714285713,0.22101105845181676,0.11559927725356353,0.03571428571428571
